,监测点编码,监测点名称,城市,经度,纬度
1627,2614A,大理市环境监测站,大理州,100.1542,25.7054
1628,1108A,京沈街,沈阳,123.3783,41.9228
1629,1182A,农科院,徐州,117.2933,34.2778
1630,1434A,沙河铺,成都,104.1113889,30.63
1631,3171A,梁园区档案局,商丘,115.6125,34.445
1632,1760A,沈抚新城,抚顺,123.7117,41.8417
1633,1054A,地表水厂,保定,115.4612,38.8416
1634,1306A,长清党校,济南,116.734,36.5336
1635,3621A,聚英学校,乌海,106.8288,39.6778
1636,1778A,丰满,吉林,126.6772,43.7256
1637,3241A,百合公园,兰州,103.7439,36.0842
1638,2313A,环保大楼,池州,117.4808,30.6414
1639,1398A,城中子站,肇庆,112.471,23.0528
1640,1976A,招远教育局,招远,120.394,37.364
1641,2511A,南江一中,玉林,110.1433,22.6164
1642,3585A,河北容城中学,雄安新区,115.8665,39.0645
1643,1331A,汉口江滩,武汉,114.3008,30.5947
1644,3457A,冀东油田职工医院,唐山,118.4359,39.2762
1645,3709A,市政设施管理处,鸡西,130.99,45.3044
1646,1203A,新区办事处,镇江,119.68,32.1883
1647,2277A,潘集区政府,淮南,116.8028,32.7639
1648,2529A,行政中心,遂宁,105.8161,30.6347
1649,1675A,龙湖子站,汕头,116.7244,23.3633
1650,3329A,山南新区,淮南,117.0108,32.5893
1651,2475A,市审计局,郴州,113.0383,25.8071
1652,1295A,象湖,南昌,115.892,28.6425
1653,1873A,市四中,柳州,109.4221,24.299
1654,3010A,钟楼,常州,119.8914,31.7897
1655,1167A,相城区,苏州,120.641,31.3708
1656,1419A,南坪,重庆,106.54,29.5186
1657,1493A,铁路局,乌鲁木齐,87.5525,43.8711
1658,1745A,哈达街,赤峰,118.9572,42.2725
1659,3482A,芙蓉中路,重庆,107.7541,29.3277
1660,3734A,理想之城,东营,118.35,37.26
1661,1039A,陶瓷公司,唐山,118.2185,39.6679
1662,3028A,檀木林体育馆,自贡,104.7778,29.36028
1663,3354A,舟白,重庆,108.815,29.5081
1664,3606A,北杜,西咸新区,108.7108,34.46
1665,1100A,新秀街,沈阳,123.439,41.7089
1666,2174A,榆次区政府,晋中,112.7105,37.7087
1667,2372A,市中国银行,宜春,114.3806,27.8014
1668,2624A,山南监测站,山南地区,91.7608,29.2313
1669,3698A,红旗小学,呼和浩特,111.5968,40.8179
1670,1192A,东亭,无锡,120.354,31.5848
1671,1444A,中院村,贵阳,106.6948,26.5155
1672,1770A,天安街道,锦州,121.1178,41.1222
1673,2244A,哈啤分公司,鹤岗,130.2659,47.3349
1674,1064A,开发区,承德,117.963,40.9359
1675,1316A,烟厂,郑州,113.681,34.7545
1676,1390A,东城石井,东莞,113.7944444,23.01277778
1677,1642A,开发区,烟台,121.2514,37.5639
1678,1262A,十五中,金华,119.647,29.077
1679,1514A,科大,湘潭,112.9074,27.9119
1680,3503A,交通技校,泰安,117.0313,36.2018
1681,2588A,师专,毕节,105.31,27.2944
1682,1986A,教师进修学校,吴江,120.635,31.17
1683,3123A,凤凰山,安顺,105.9408,26.2431
1684,3701A,皖北煤电集团,宿州,116.9648,33.6252
1685,2521A,市环保局江州分局,崇左,107.3476,22.4137
1686,1858A,永定新区,张家界,110.48,29.1389
1687,1478A,生物制品所,兰州,103.841,36.0725
1688,3719A,昌都会议中心,昌都,97.1714,31.1406
1689,2013A,富春二小,富阳,119.946,30.049
1690,3339A,小管楼,驻马店,114.0012,33.0412
1691,3665A,克州文化中心,克孜勒苏柯尔克孜自治州,76.1658,39.7157
1692,1411A,秀英海南医院,海口,110.283,20.0053
1693,2485A,监测楼,怀化,109.9972,27.5578
1694,1883A,市委,宜宾,104.6225,28.76611
1695,3537A,长征村,毕节,105.3631,27.3533
1696,1031A,西北水源,石家庄,114.5019,38.1398
1697,3020A,中山北路,天津,117.2099,39.16969
1698,2357A,龙虎山,鹰潭,116.9622,28.095
1699,2609A,监测站,红河州,103.386,23.4168
1700,2683A,马园,固原,106.2319,36.1417
1701,1177A,黄河新村,徐州,117.167,34.2761
1702,1755A,望花区,抚顺,123.81,41.8469
1703,2229A,光明,通化,125.9361,41.7156
1704,1049A,矿院,邯郸,114.5035,36.5776
1705,1375A,容桂街道办,佛山,113.257,22.7629
1706,1627A,党校,聊城,115.9835,36.4796
1707,1953A,白碱滩区,克拉玛依,85.1186,45.6886
1708,3690A,外国语学校,南昌,115.9721,28.7031
1709,1247A,城东开发委,绍兴,120.605,29.9919
1710,1825A,妇幼保健院,开封,114.3733,34.7975
1711,3562A,南浔区站,湖州,120.4148,30.8538
1712,2382A,市监测站,上饶,117.973,28.4459
1713,3182A,丽阳花园,巴中,106.7658,31.8542
1714,3434A,工贸学校,连云港,119.2413,34.6539
1715,2254A,汤旺河国家公园,伊春,129.4942,48.4658
1716,2506A,江南子站　,贵港,109.6042,23.0672
1717,2580A,双水,六盘水,104.9544,26.5506
1718,1652A,寒亭监测站,潍坊,119.1939,36.7731
1719,3306A,民治,深圳,114.0261,22.6198
1720,2452A,市林业局,随州,113.3833,31.6908
1721,2704A,新政府片区,伊犁哈萨克州,81.2867,43.895
1722,1272A,琥珀山庄,合肥,117.259,31.8706
1723,1524A,市监测站,株洲,113.13,27.8528
1724,2598A,西南郊,丽江,100.2143,26.8576
1725,1850A,云溪区,岳阳,113.2621,29.4758
1726,3398A,市林业局,黄冈,114.9136,30.4445
1727,1144A,徐汇上师大,上海,121.412,31.1654
1728,1470A,阎良区,西安,109.2,34.6575
1729,1722A,红旗广场,大同,113.2858,40.0958
1730,1016A,南京路,天津,117.184,39.1205
1731,3005A,鼓楼区政府,徐州,117.1814,34.29
1732,3331A,图书馆,滁州,118.3267,32.2634
1733,2668A,州委党校,临夏州,103.2064,35.5997
1734,1488A,贺兰山东路,银川,106.2328,38.4975
1735,2601A,市环保局,普洱,100.98,22.7633
1736,1686A,市环保局茂港分局,茂名,111.0286,21.4689
1737,1938A,农科所,渭南,109.5293,34.5101
1738,3675A,大兴旧宫,北京,116.4672,39.7733
1739,2221A,河畔小区,朝阳,120.4486,41.5672
1740,3295A,姜堰区政府广场,泰州,120.1259,32.5099
1741,3547A,龙泉中学南校,荆门,112.1632,31.0138
1742,1041A,小山,唐山,118.1997,39.6295
1743,2367A,红声器材厂,吉安,114.9817,27.0658
1744,2693A,博乐市西郊区,博州,82.0485,44.9079
1745,3419A,包头市委党校,包头,109.9447,40.6261
1746,2239A,朝阳川镇医院,延边州,129.3675,42.8775
1747,2565A,区法院,资阳,104.6294,30.1259
1748,1385A,圭峰西,江门,113.024,22.5328
1749,1963A,环保局子站,即墨,120.61,36.44
1750,2185A,自来水公司,吕梁,111.1297,37.5136
1751,2437A,赵家坝,鄂州,114.8989,30.3714
1752,1257A,路桥田洋王,台州,121.377,28.5773
1753,1835A,市政府,三门峡,111.1928,34.7772
1754,2309A,朝阳厂,六安,116.5068,31.7797
1755,1129A,岭北,哈尔滨,126.542,45.755
1756,1455A,碧鸡广场,昆明,102.638,25.0359
1757,3192A,阿里藏医院,阿里地区,80.0903,32.5028
1758,1707A,市政公司,潮州,116.6175,23.6531
1759,3444A,潮南峡山,汕头,116.454,23.2684
1760,2590A,坪东大道,黔西南州,104.8811,25.0992
1761,3064A,莱芜战役纪念馆,莱芜,117.6983,36.2211
1762,3642A,市北区南部,青岛,120.3503,36.0736
1763,2462A,市水土所,邵阳,111.5239,27.3033
1764,1799A,天平服装,马鞍山,118.4828,31.6411
1765,3514A,中海酒店,滨州,117.9378,37.3956
1766,2008A,海门市监测站,海门,121.173,31.896
1767,2334A,南平七中,南平,118.1756,26.6272
1768,2660A,区环保局,庆阳,107.6831,35.7289
1769,1154A,中华门,南京,118.777,32.0144
1770,1480A,市环境监测站,西宁,101.748,36.6428
1771,1732A,市监测站,临汾,111.5125,36.0978
1772,2206A,环保局新楼,阿拉善盟,105.724,38.8516
1773,1026A,汉北路,天津,117.764,39.1587
1774,1352A,市监测站,广州,113.26,23.1331
1775,1604A,开发区,盘锦,122.0247,41.1556
1776,2678A,高级中学,吴忠,106.2025,37.9844
1777,1930A,庙沟村,宝鸡,107.1586,34.3708
1778,1224A,西溪,杭州,120.063,30.2747
1779,2298A,老年大学,滁州,118.3094,32.3153
1780,1802A,市教育基地,马鞍山,118.6439,31.7133
1781,2876A,幼特教师范,潍坊,119.0841,36.7339
1782,1696A,源西,河源,114.6778,23.7569
1783,1948A,大武口黄河东街,石嘴山,106.3717,39.0153
1784,3411A,上虞中学,绍兴,120.8369,30.0137
1785,2231A,喜丰,白山,126.4047,41.9206
1786,1894A,小市上码头,泸州,105.4436,28.9026
1787,3429A,武进经发区,常州,119.8598,31.7066
1788,2575A,长安,凉山州,102.2311,27.8953
1789,2301A,市监测站,阜阳,115.8275,32.8928
1790,3375A,青年创业园,昆明,102.8017,24.8336
1791,3627A,东城主山,东莞,113.7875,23.0457
1792,1121A,邮电学院,长春,125.2786,43.84
1793,2195A,附中,巴彦淖尔,107.4211,40.7608
1794,2447A,森林公园,咸宁,114.3036,29.8181
1795,1593A,康泽苑,鄂尔多斯,109.7736,39.5986
1796,2067A,市环境监测站,周口,114.6613,33.6128
1797,2319A,荔城区仓后路,莆田,119.0156,25.442
1798,2393A,紭天威,濮阳,114.9906,35.767
1799,2645A,监测站,商洛,109.9154,33.8715
1800,1139A,呼兰师专,哈尔滨,126.6106,45.9819
1801,1465A,小寨,西安,108.94,34.2324
1802,1717A,大营街镇,玉溪,102.4964,24.3411
1803,1791A,红岗区,大庆,124.8847,46.3991
1804,2517A,市环保站,河池,108.054,24.6928
1805,2000A,五星公园,江阴,120.237,31.909
1806,1085A,小店,太原,112.5583,37.7394
1807,1337A,马坡岭,长沙,113.0792,28.2053
1808,1663A,山大分校,威海,122.0508,37.5325
1809,1915A,干田坝,遵义,106.9178,27.72
1810,3652A,西北局旧址,延安,109.4809,36.5786
1811,1209A,留学生创业园,泰州,119.888,32.4639
1812,3272A,松江图书馆,上海,121.2186,31.0378
1813,3524A,文体局,西安,108.6116,34.1164
1814,2670A,平安县,海东地区,102.1086,36.4997
1815,2922A,大理道,天津,117.1941,39.1067
1816,2216A,汇工街西,铁岭,123.8139,42.3022
1817,2290A,市职教基地,铜陵,117.8472,30.9697
1818,2542A,市监测站,眉山,103.8341,30.062
1819,1879A,市人大,绵阳,104.7536,31.4539
1820,1362A,西乡,深圳,113.891,22.5794
1821,1940A,体育馆,渭南,109.4636,34.493
1822,3016A,龙洲湾,重庆,106.5506,29.41569
1823,2162A,市环保局,晋城,112.8564,35.4883
1824,3488A,青白江技师分院,成都,104.3853,30.7453
1825,1234A,区环保大楼,宁波,121.836,29.9108
1826,1812A,市委党校,洛阳,112.3939,34.6511
1827,1106A,太原街,沈阳,123.3997,41.7972
1828,1180A,新城区,徐州,117.256,34.2153
1829,1432A,十里店,成都,104.176,30.6872
1830,3421A,市委党校,乌兰察布,113.1775,40.9779
1831,2378A,血防站,抚州,116.3598,27.9639
1832,1198A,常工院,常州,119.962,31.8089
1833,1776A,江南公园,吉林,126.55,43.8256
1834,2311A,污水处理厂,亳州,115.8067,33.8399
1835,1396A,大亚湾管委会子站,惠州,114.5317,22.7422
1836,1648A,仲裁委,潍坊,119.12,36.7019
1837,3637A,人民广场,七台河,131.0176,45.7761
1838,1131A,阿城会宁,哈尔滨,126.979,45.5422
1839,1003A,东四,北京,116.434,39.9522
1840,3583A,徐水物探局,保定,115.62909,39.02311
1841,2655A,科委,张掖,100.4497,38.9389
1842,2907A,吴兴区,湖州,120.1844,30.8596
1843,3129A,平安高铁新区,海东地区,102.0306,36.5067
1844,3707A,欧美日汽修厂,鸡西,131.0147,45.3011
1845,1201A,安家,常州,119.905,31.9108
1846,2275A,高新区,蚌埠,117.3065,32.8985
1847,2527A,石溪浩,遂宁,105.7519,30.5797
1848,1095A,二十九中,呼和浩特,111.7277,40.8062
1849,1347A,天河职幼,广州,,
1850,1673A,曲江监测站,韶关,113.5970833,24.68636111
1851,1925A,新区兰芝公司,铜川,108.9589,34.8731
1852,1219A,市监测站,宿迁,118.2658,33.96
1853,1293A,京东镇政府,南昌,115.973,28.6969
1854,3282A,大同市卫生学校,大同,113.3397,40.0597
1855,1871A,环保监测站,柳州,109.4108,24.3304
1856,3860A,皇山花园小区,临沂,118.3920,35.0300
1857,1165A,苏州新区,苏州,120.543,31.2994
1858,1417A,两路,重庆,106.626,29.7228
1859,3406A,祈福高中,百色,106.6085,23.8798
1860,3480A,美溪镇,伊春,129.1368,47.6417
1861,1889A,河门口,攀枝花,101.5769,26.5928
1862,3026A,市政府,潮州,116.6183,23.65889
1863,3352A,桃源西路,重庆,107.0732,29.8617
1864,3604A,岚山环保分局,日照,119.3266,35.1044
1865,2172A,榆次液压件厂,晋中,,
1866,2424A,陈家湾,黄石,115.0767,30.2028
1867,3498A,河口城区,东营,118.5055,37.8612
1868,2370A,青原区法院,吉安,115.0075,27.0983
1869,2622A,昌都监测站,昌都地区,97.1804,31.1278
1870,3696A,丰台小屯,北京,116.2545,39.8768
1871,1190A,曹张,无锡,120.294,31.56
1872,1442A,燕子冲,贵阳,106.7487,26.6343
1873,3568A,向阳小学,长治,113.06,36.0464
1874,1062A,铁路,承德,117.9664,40.9161
1875,1314A,黄岛区子站,青岛,120.1964,36.3083
1876,2388A,科技学院,新乡,113.926,35.279
1877,1640A,台儿庄区环保局,枣庄,117.732,34.5667
1878,1786A,第一医院,牡丹江,129.5902,44.5952
1879,1512A,江麓,湘潭,112.8937,27.8728
1880,3501A,服务中心,济宁,116.8249,35.5593
1881,2586A,铜仁七中,铜仁地区,109.1794,27.7231
1882,1658A,电力学校,泰安,117.1081,36.1758
1883,1984A,乳山市气象局,乳山,121.544,36.907
1884,1278A,滨湖新区,合肥,117.278,31.7386
1885,1856A,市技术监督局,常德,111.6794,29.0381
1886,3593A,吉利监测站,洛阳,112.5736,34.8993
1887,3139A,鼎城区玉霞(启用171130),常德,111.6892,28.9881
1888,1728A,监测站,长治,113.0972,36.1939
1889,3465A,清苑社区,芜湖,118.4781,31.3225
1890,1211A,北京南路,淮安,119.007,33.575
1891,2285A,市第四中学,铜陵,117.8178,30.9414
1892,3337A,许昌学院,许昌,113.8614,34.0442
1893,2409A,粮食局　,商丘,115.6558,34.429
1894,2483A,河西地税局,怀化,109.9453,27.5444
1895,1881A,三水厂,绵阳,104.7283,31.5072
1896,3209A,宁德一中,宁德,119.5228,26.6564
1897,2355A,市气象局,新余,114.9314,27.8036
1898,2607A,雨过铺,红河州,103.3113,23.4626
1899,1175A,墟沟核电专家村,连云港,119.368,34.7507
1900,1427A,礼嘉,重庆,106.562,29.6453
1901,1753A,明达新区,鞍山,123.0156,41.0831
1902,3490A,纳溪区环保局,泸州,105.3617,28.7703
1903,1047A,环保局,邯郸,114.5129,36.61763
1904,1373A,南海气象局,佛山,113.144,23.0467
1905,1625A,区政府,聊城,115.9848,36.4372
1906,3362A,即墨2号,青岛,120.5014,36.4034
1907,3614A,地区环保局,和田地区,79.924,37.0877
1908,2699A,吾办,喀什地区,75.9771,39.4699
1909,3560A,柯桥妇保,绍兴,120.4722,30.0415
1910,2054A,平桥分局,信阳,114.1044,32.1078
1911,2380A,医学分院,抚州,116.385,27.9647
1912,2632A,林芝监测站,林芝地区,94.3681,29.6376
1913,1969A,环保局子站,莱西,120.537,36.865
1914,3432A,环境教育馆,南通,120.9348,31.9883
1915,2252A,中心医院,伊春,128.8736,47.7222
1916,2504A,港区一小,钦州,108.5989,21.7431
1917,1589A,惠龙物流,包头,109.8654,40.6288
1918,3578A,政府服务中心,唐山,118.24498,39.66941
1919,1072A,电视转播站,沧州,116.8584,38.3254
1920,1650A,环保局,潍坊,119.1425,36.7008
1921,1902A,西小区,德阳,104.3883,31.1333
1922,2702A,古江巴格乡院内,和田地区,79.9117,37.1013
1923,1270A,明珠广场,合肥,117.196,31.7848
1924,2596A,监测站,昭通,103.7032,27.3392
1925,1994A,城北小学,张家港,120.55,31.882
1926,3648A,文卫南街,吴忠,106.2112,37.9768
1927,1142A,十五厂,上海,121.478,31.2036
1928,3131A,烟厂,张家口,114.8792,40.7903
1929,2468A,市环保局,益阳,112.3458,28.5808
1930,1720A,菏泽学院,菏泽,115.455,35.27
1931,1288A,鼓浪屿,厦门,118.06361111,24.445833333
1932,1866A,牛尾岭水库,北海,109.2256,21.5958
1933,3003A,经开区,常州,120.0469,31.7694
1934,2401A,水利局,漯河,114.014,33.581
1935,1486A,宁安大街,银川,106.217,38.4536
1936,1738A,市中心,阳泉,113.5753,37.8564
1937,3201A,东关招商场,武威,102.6486,37.9325
1938,1358A,华侨城,深圳,113.987,22.5417
1939,3347A,北山路,重庆,105.9017,29.3569
1940,1936A,文理学院,宝鸡,107.2058,34.3497
1941,3673A,通州东关,北京,116.6804,39.9081
1942,2493A,州政府,湘西州,109.7325,28.3169
1943,3293A,月亮广场,盐城,120.1501,33.3367
1944,3545A,郧阳区金沙路,十堰,110.8054,32.8401
1945,2365A,市图书馆,赣州,114.9322,25.8333
1946,2617A,芒市建设局,德宏州,98.578,24.441
1947,2691A,州监测站,昌吉州,87.2997,44.0114
1948,3417A,平谷新城,北京,117.0709,40.1465
1949,2237A,妇幼医院,延边州,129.4892,42.8939
1950,2563A,四三一厂,资阳,104.6289,30.1377
1951,1057A,人民公园,张家口,114.8985,40.8367
1952,1383A,北街,江门,113.104,22.6069
1953,1635A,莆田园,淄博,118.3092,36.8198
1954,1961A,环境监测站,章丘,117.541,36.71
1955,1255A,黄岩环保大楼,台州,121.273,28.6459
1956,1833A,规划设计院,平顶山,113.292,33.739
1957,3570A,潞城四中,长治,113.235,36.3489
1958,1127A,高新区管委会,长春,125.25,43.8167
1959,3190A,外国语学校,九江,116.0257,29.6995
1960,1705A,西园路,潮州,116.6339,23.6714
1961,3442A,南区管委会,石河子,86.047,44.2331
1962,2262A,葫头沟,七台河,130.9467,45.8309
1963,1599A,西炮台,营口,122.1658,40.6789
1964,3314A,惠阳秋长,惠州,114.4338,22.8134
1965,2460A,市监测站,衡阳,112.6006,26.8919
1966,1797A,五七二零厂,芜湖,118.4022,31.3839
1967,1280A,鼓山,福州,119.389,26.0542
1968,2006A,溧阳市东门子站,溧阳,119.46,31.4
1969,2332A,南平市监测站,南平,118.1694,26.6383
1970,3658A,袍江中学,绍兴,120.6153,30.0764
1971,1152A,草场门,南京,118.749,32.0572
1972,1404A,大自然花园,南宁,108.383,22.805
1973,2478A,市环境监测站,永州,111.6156,26.4214
1974,1730A,审计局,长治,113.0886,36.2126
1975,2204A,体育场,阿拉善盟,105.6775,38.8343
1976,1024A,永明路,天津,117.457,38.8394
1977,1350A,番禺中学,广州,113.352,22.9477
1978,1602A,元宝山,丹东,124.3933,40.1461
1979,2676A,德令哈市,海西州,97.3731,37.3753
1980,1496A,米东区环保局,乌鲁木齐,87.6444,43.962
1981,2296A,黄山东路89号,黄山,118.3236,29.7207
1982,2548A,达州职业技术学院,达州,107.5272,31.2797
1983,1368A,前山,珠海,113.495,22.2294
1984,1694A,市政府,汕尾,115.3706,22.7898
1985,1946A,酒钢耐材公司,嘉峪关,,
1986,1818A,棉研所,安阳,114.483,36.061
1987,3427A,六合雄州(145),南京,,
1988,2573A,西昌市政府,凉山州,102.2625,27.8978
1989,3625A,容桂街道办,佛山,113.2544,22.7642
1990,2193A,市艺校,呼伦贝尔,119.7283,49.2014
1991,2445A,大洲岛,黄冈,114.8857,30.4522
1992,1265A,实验学校,衢州,118.871,28.9664
1993,1591A,综合楼,鄂尔多斯,110.0023,39.8129
1994,1843A,夷陵区,宜昌,111.3296,30.7819
1995,2065A,市酿酒公司,信阳,114.0681,32.1342
1996,2317A,敬亭山子站,宣城,118.7386,30.9742
1997,2643A,安康市监测站,安康,109.0281,32.6939
1998,1137A,道里建国路,哈尔滨,126.593,45.7478
1999,1463A,兴庆小区,西安,108.993,34.2629
2000,1715A,东风水库,玉溪,102.5778,24.3694
2001,1009A,怀柔镇,北京,116.644,40.3937
2002,1083A,上兰,太原,112.434,38.0108
2003,1335A,经开区环保局,长沙,113.0833,28.2325
2004,3324A,河北水利电力学院,沧州,116.8136,38.3004
2005,1913A,忠庄,遵义,106.8906,27.6486
2006,3650A,沙坡头区政府站,中卫,105.1698,37.5162
2007,3270A,闵行浦江,上海,121.4996,31.0739
2008,3522A,原州区十五小,固原,106.2177,35.9959
2009,2859A,津沽路,天津,117.3747,38.9846
2010,2342A,王岗中学,景德镇,117.3097,29.3864
2011,1679A,潮南子站,汕头,116.4019,23.2536
2012,2920A,蓝田镇,漳州,117.7116,24.506
2013,2214A,滨河路,辽阳,123.1761,41.2736
2014,1299A,科干所,济南,116.988,36.6114
2015,3288A,大泉街道,徐州,117.4632,34.4369
2016,2540A,气象局,眉山,103.8416,30.0874
2017,1034A,人民会堂,石家庄,114.5214,38.0524
2018,3866A,三高中,营口,122.2469,40.66302
2019,1360A,盐田,深圳,114.263,22.5908
2020,1612A,津头埔,泉州,118.5972,24.8978
2021,3486A,植物园(145),四平,,
2022,1232A,城厢镇,杭州,120.27,30.1819
2023,2558A,市环保局,巴中,106.7389,31.8711
2024,1810A,庐山气象台,九江,115.9936,29.5867
2025,2884A,酒钢宾馆,嘉峪关,98.26722222,39.79777778
2026,1104A,文化路,沈阳,123.41,41.765
2027,2178A,地区技校,运城,110.9678,35.0308
2028,1828A,市环保局　,焦作,113.227,35.213
